,Vel_0,Vel_1,Vel_2,Vel_3,Vel_4,Vel_5,Vel_6,Vel_7,Vel_8,Vel_9,Vel_10,Vel_11,Vel_12,Vel_13,Vel_14,Vel_15,Vel_16,Vel_17,Vel_18,Vel_19,Vel_20,Vel_21,Vel_22,Vel_23,Vel_24,Mean_0,Mean_5,Mean_10,Mean_15,Mean_20,Mean_25
34,31.666666666666686,35.33333333333334,28.666666666666657,13.666666666666657,-4.666666666666657,-6.333333333333343,-25.0,-35.0,-42.0,-40.0,-47.0,-47.0,-40.0,-30.0,-30.0,-27.0,-26.0,-22.0,-16.0,-13.0,-12.0,-11.0,-18.0,-18.0,-22.0,190.93333333333334,211.8666666666667,182.2,143.4,122.6,106.4
35,24.333333333333314,21.166666666666657,14.333333333333343,-1.6666666666666572,-10.333333333333343,-17.666666666666657,-34.5,-35.0,-11.5,-16.0,-17.5,-14.0,-19.5,-40.0,-39.0,-34.0,-30.0,-23.0,-14.0,-5.0,-0.5,2.5,-1.0,-2.5,-5.5,169.46666666666667,179.03333333333333,156.1,130.1,108.9,107.5
36,17.0,7.0,0.0,-2.0,12.0,21.0,27.0,18.0,4.0,-20.0,-38.0,-52.0,-52.0,-50.0,-48.0,-41.0,-34.0,-24.0,-12.0,3.0,11.0,16.0,16.0,13.0,11.0,148.0,154.8,164.8,116.8,95.2,108.6
37,3.0,2.0,10.0,13.0,9.0,8.0,10.0,11.0,8.0,-1.0,-7.0,-9.0,-8.0,-3.0,3.0,2.0,-6.0,-14.0,-17.0,-15.0,-8.0,-2.0,0.0,-4.0,-10.0,147.6,155.0,162.2,157.4,147.4,142.6
38,40.0,47.0,48.0,53.0,52.0,55.0,49.0,49.0,38.0,19.0,6.0,-4.0,-12.0,-13.0,-12.0,-36.0,-49.0,-59.0,-72.0,-73.0,-56.0,-53.0,-54.0,-40.0,-39.0,179.8,227.8,269.8,262.8,205.0,156.6
39,42.0,50.5,55.0,65.5,-51.5,-55.0,-53.5,-44.0,-40.5,39.0,40.0,35.0,28.0,21.0,16.0,11.0,2.0,-11.0,-25.0,-27.0,-30.0,-27.0,-27.0,-22.0,-15.0,127.3,159.6,128.8,156.8,146.8,122.6
40,16.0,14.0,11.0,11.0,13.0,23.0,43.0,52.0,62.0,68.0,60.0,49.0,43.0,32.0,20.0,16.0,3.0,-7.0,-20.0,-24.0,-29.0,-27.0,-26.0,-22.0,-27.0,112.0,125.0,174.6,215.4,209.0,182.8
41,-9.5,-38.0,-32.0,-24.0,-18.0,-44.5,-14.0,-14.0,-12.0,-13.0,-13.0,-9.0,-7.0,-6.0,-4.0,-5.0,-9.0,-6.0,1.0,6.0,11.0,13.0,8.0,2.0,-1.0,136.0,111.7,92.2,84.4,81.8,88.4
42,17.0,6.0,0.0,1.0,-3.0,-6.0,-8.0,-13.0,-20.0,-30.0,-38.0,-0.5,-38.0,-32.0,-24.0,-18.0,-53.5,-14.0,-14.0,-12.0,-13.0,-13.0,-9.0,-7.0,-6.0,154.8,159.0,143.6,117.1,94.8,85.2
43,-3.0,-5.0,-4.0,-5.0,-16.0,-25.0,-14.0,-13.0,-10.0,-1.0,7.0,2.0,3.0,4.0,4.0,-6.0,-20.0,-30.0,-40.0,-47.0,-44.0,-37.0,-33.0,-25.0,-20.0,230.8,224.2,211.6,215.6,187.0,155.2
44,-3.0,-5.0,-4.0,-5.0,-16.0,-25.0,-14.0,-13.0,-10.0,-1.0,7.0,2.0,3.0,4.0,4.0,-6.0,-20.0,-30.0,-40.0,-47.0,-44.0,-37.0,-33.0,-25.0,-20.0,230.8,224.2,211.6,215.6,187.0,155.2
45,17.0,18.0,13.0,10.0,17.0,8.0,0.0,2.0,1.0,-7.0,-8.0,-6.0,-12.0,-9.0,-3.0,-5.0,-4.0,-5.0,-16.0,-25.0,-14.0,-13.0,-10.0,-1.0,7.0,222.0,237.0,237.8,230.2,219.2,213.0
46,-20.0,-13.0,-7.0,0.0,13.0,-5.0,-13.0,-5.0,1.0,1.0,7.0,20.0,10.0,6.0,16.0,23.0,27.0,37.0,53.0,52.0,46.0,24.0,18.0,8.0,12.0,134.6,129.2,125.0,136.8,175.2,196.8
47,44.0,44.0,47.0,38.0,31.0,28.0,30.0,18.0,8.0,1.0,-6.0,-14.0,-13.0,-3.0,-3.0,-5.0,-8.0,-7.0,-20.0,-26.0,-28.0,-31.0,-33.0,-23.0,-18.0,125.4,166.2,183.2,175.4,162.2,135.6
48,35.0,45.0,39.0,17.0,-14.0,-41.0,-54.0,-57.0,-53.0,-41.0,-38.0,-36.0,-32.0,-26.0,-22.0,-20.0,-15.0,-11.0,-11.0,-8.0,-5.0,1.0,14.0,35.0,49.0,129.4,153.8,104.6,73.8,60.8,79.6
49,9.0,2.0,-7.0,-6.0,-12.0,-18.0,-18.0,-25.0,-42.0,-49.0,-55.0,-63.0,-71.0,-66.0,-66.0,-69.0,-77.0,-71.0,-68.0,-61.0,-44.0,-15.0,6.0,35.0,45.0,306.6,303.8,273.4,209.2,140.0,145.4
50,15.0,9.0,5.0,7.0,20.0,14.0,11.0,9.0,2.0,-7.0,-6.0,-12.0,-18.0,-18.0,-25.0,-42.0,-49.0,-55.0,-63.0,-71.0,-66.0,-66.0,-69.0,-77.0,-71.0,290.4,301.6,307.4,291.6,235.6,165.8
0,25.0,40.0,45.0,43.0,29.0,28.0,8.0,-2.0,-12.0,-26.0,-62.0,-86.0,-84.0,-87.0,-108.0,-88.0,-66.0,-77.0,-84.0,-67.0,-65.0,-62.0,-52.0,-38.0,-21.0,252.4,288.8,288.0,202.6,126.2,78.6
1,47.0,50.0,54.0,52.0,53.0,49.0,47.0,40.0,34.0,22.0,10.0,-2.0,-12.0,-17.0,-20.0,-22.0,-23.0,-27.0,-32.0,-37.0,-36.0,-36.0,-36.0,-43.0,-42.0,296.0,347.2,385.6,377.4,349.2,310.6
2,4.0,15.0,23.0,22.0,19.0,13.0,-2.0,-11.0,-14.0,-11.0,-5.0,-1.0,1.0,0.0,-2.0,-12.0,-21.0,-33.0,-30.0,-19.0,-4.0,29.0,55.0,67.0,62.0,145.4,162.0,157.0,155.6,132.6,174.4
3,5.0,3.0,3.0,7.0,13.0,9.0,5.0,5.0,-2.0,-11.0,-14.0,-12.0,-6.0,-2.0,-4.0,-6.0,-13.0,-20.0,-23.0,-22.0,-20.0,-17.0,-20.0,-21.0,-20.0,202.0,208.2,209.4,201.8,185.0,165.4
4,44.0,43.0,47.0,41.0,44.0,47.0,37.0,12.0,-25.0,-46.0,-65.0,-74.0,-71.0,-58.0,-55.0,-59.0,-54.0,-46.0,-39.0,-24.0,-9.0,1.0,2.0,-6.0,-14.0,190.8,234.6,239.6,175.0,130.6,125.4
5,-9.0,-11.0,-9.0,-19.0,-20.0,-15.0,-5.0,4.0,15.0,19.0,18.0,8.0,-5.0,-10.0,-13.0,-9.0,-1.0,8.0,10.0,9.0,3.0,4.0,14.0,23.0,32.0,154.8,141.2,144.8,144.4,147.8,163.0
6,-6.0,15.5,17.5,23.0,31.0,35.0,19.0,21.0,15.0,8.0,1.0,-19.0,-32.0,-38.0,-41.0,-33.0,-19.0,-12.0,-5.0,-4.0,-9.0,-11.0,-9.0,-19.0,-20.0,159.4,175.6,195.2,169.4,154.8,141.2
7,-3.0,-3.0,-1.0,-3.0,-6.0,-7.0,-11.0,-15.0,-18.0,-20.0,-20.0,-18.0,-16.0,-13.0,-11.0,-11.0,-11.0,-11.0,-12.0,-13.0,-11.0,-9.0,-9.0,-8.0,-7.0,164.0,160.8,146.6,131.0,119.4,110.6
8,25.0,38.0,40.0,35.0,26.0,27.0,26.0,31.0,40.0,48.0,54.0,49.0,49.0,41.0,21.0,-3.0,-21.0,-36.0,-34.0,-26.0,-22.0,-18.0,-17.0,-20.0,-20.0,104.6,137.4,171.8,214.6,190.6,171.2
9,-1.0,-1.0,-11.0,-25.0,-27.0,-33.0,-44.0,-49.0,-50.0,-55.0,-58.0,-51.0,-31.0,-9.0,10.0,23.0,29.0,16.0,-13.0,-39.0,-54.0,-55.0,-39.0,-7.0,21.0,199.2,186.2,140.0,112.2,115.4,88.6
10,-33.0,-34.0,-38.0,-32.0,-6.0,37.0,55.0,79.0,96.0,97.0,70.0,61.0,50.0,40.0,22.0,20.0,23.0,18.0,8.0,7.0,-3.0,-22.0,-38.0,-45.0,-51.0,137.4,108.8,181.6,230.2,245.4,213.6
11,-23.0,-22.0,-20.0,-15.0,-7.0,1.0,7.0,16.0,23.0,18.0,10.0,2.0,-8.0,-19.0,-28.0,-33.0,-34.0,-38.0,-32.0,-6.0,37.0,55.0,79.0,96.0,97.0,150.4,133.0,146.0,137.4,108.8,181.6
12,-2.0,-7.0,-14.0,-18.0,-23.0,-22.0,-20.0,-15.0,-7.0,1.0,7.0,16.0,23.0,18.0,10.0,2.0,-8.0,-19.0,-28.0,-33.0,-34.0,-38.0,-32.0,-6.0,37.0,158.6,145.8,133.2,148.0,130.8,116.2
13,9.0,11.0,8.0,-5.0,-12.0,-21.0,-28.0,-28.0,-20.0,-13.0,-10.0,-11.0,-10.0,-8.0,-7.0,-3.0,-2.0,-7.0,-14.0,-18.0,-23.0,-22.0,-20.0,-15.0,-7.0,188.2,190.4,168.4,159.2,150.4,133.0
14,45.0,36.0,21.0,6.0,-5.0,-2.0,-5.0,-3.0,-4.0,-15.0,-24.0,-31.0,-34.0,-32.0,-25.0,-18.0,-11.0,-5.0,-4.0,-2.0,-5.0,-9.0,-17.0,-21.0,-24.0,218.6,239.2,233.4,204.2,196.2,181.0
15,-2.0,1.5,-3.0,-7.5,-16.0,7.0,-2.0,1.0,2.0,3.0,6.0,12.0,17.0,16.0,12.0,6.0,-4.0,-13.0,-18.0,-20.0,-20.0,-20.0,-21.0,-20.0,-17.0,184.4,179.0,181.2,193.8,184.0,164.4
16,8.0,25.0,34.5,37.0,34.0,27.0,15.5,16.0,17.0,15.0,9.0,5.5,0.5,-2.0,-3.5,-25.0,-17.0,-19.0,-18.0,-15.5,7.0,-2.0,1.0,2.0,3.0,150.2,177.9,196.0,197.9,179.0,181.2
17,-12.0,-6.0,-2.0,5.0,12.0,20.0,24.0,31.0,32.0,27.0,12.0,-1.0,-16.0,-20.0,-19.0,-20.0,-33.0,-38.0,-44.0,-48.0,-46.0,-32.0,-14.0,0.0,5.0,184.6,184.0,210.8,202.0,165.4,148.0
18,-12.0,-6.0,-2.0,5.0,12.0,20.0,24.0,31.0,32.0,27.0,12.0,-1.0,-16.0,-20.0,-19.0,-20.0,-33.0,-38.0,-44.0,-48.0,-46.0,-32.0,-14.0,0.0,5.0,184.6,184.0,210.8,202.0,165.4,148.0
20,29.0,14.0,9.0,8.0,-5.0,-11.0,-18.0,-16.0,-18.0,-22.0,-37.0,-49.0,-35.0,-32.0,-26.0,-10.0,11.0,-7.0,-4.0,-6.0,-4.0,-7.0,-4.0,-7.0,12.0,140.6,151.6,134.6,98.8,95.6,93.6
21,15.0,22.0,15.0,9.0,5.0,6.0,15.0,38.0,77.0,81.0,83.0,68.0,52.0,19.0,13.0,2.0,-2.0,-10.0,-17.0,-21.0,-25.0,-21.0,-9.0,0.0,4.0,167.0,180.2,223.6,270.6,261.0,250.8
22,7.0,58.0,56.0,60.0,58.0,50.0,11.0,20.0,24.0,29.0,30.0,17.0,9.0,2.0,-4.0,-11.0,-24.0,-33.0,-25.0,-19.0,-21.0,-33.0,-14.0,-15.0,-17.0,116.6,164.4,191.2,202.0,179.6,159.6
23,3.0,-3.0,-3.0,-8.0,-8.0,-9.0,-7.0,-11.0,-13.0,-8.0,-3.0,7.0,10.0,11.0,11.0,5.0,-4.0,-4.0,-4.0,-15.0,-8.0,-1.0,1.0,3.0,9.0,125.4,121.6,112.0,119.2,114.8,115.6
24,27.0,34.0,28.0,26.0,22.0,22.0,37.0,32.0,27.0,18.0,4.0,-16.0,-12.0,-11.0,-12.0,-11.0,-21.0,-24.0,-21.0,-13.0,-4.0,10.0,11.0,8.0,14.0,140.4,167.8,195.0,185.6,167.6,175.4
25,13.0,11.0,8.0,0.0,-10.0,-14.0,-8.0,-12.0,-21.0,-30.0,-32.0,-47.0,-54.0,-47.0,-34.0,-40.0,-26.0,-15.0,-6.0,1.0,11.0,7.0,10.0,8.0,6.0,162.2,166.6,149.6,106.8,89.6,98.0
26,-12.0,-12.0,-1.0,3.0,9.0,19.0,32.0,36.0,39.0,48.0,51.0,57.0,61.0,69.0,74.0,81.0,84.0,81.0,75.0,63.0,55.0,47.0,38.0,30.0,25.0,57.8,55.2,90.0,152.4,229.2,268.2
27,-13.0,-14.0,-4.0,19.0,18.0,2.0,-4.0,-20.0,-48.0,-61.0,-54.0,-58.0,-55.0,-51.0,-39.0,-32.0,-24.0,-20.0,-20.0,-21.0,-24.0,-19.0,-17.0,-12.0,-12.0,169.6,170.8,144.6,93.2,69.8,53.0
28,39.0,35.0,38.0,34.0,34.0,33.0,32.0,26.0,22.0,13.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,-3.0,-7.0,-10.0,-15.0,121.2,157.2,182.4,186.2,188.2,181.2
29,-39.0,-42.0,-43.0,-40.0,-24.0,-5.0,13.0,15.0,11.0,-9.0,-25.0,-35.0,-41.0,-41.0,-38.0,-38.0,-33.0,-23.0,-12.0,-1.0,7.0,9.0,7.0,0.0,-3.0,191.0,153.4,158.4,122.4,101.0,105.0
30,58.0,54.0,29.0,12.0,14.0,3.0,-1.0,4.0,-6.0,-12.0,-27.0,-50.0,-58.0,-57.0,-57.0,-43.0,-13.0,-6.0,0.0,26.0,20.0,9.0,10.0,7.0,-14.0,188.4,221.8,219.4,169.6,162.4,168.8
31,-2.0,-2.0,-3.0,-4.0,-7.0,-4.0,-4.0,-9.0,-14.0,-13.0,-7.0,-3.0,-1.0,-2.0,-2.0,-8.0,-15.0,-22.0,-23.0,-28.0,-29.0,-24.0,-18.0,-14.0,-6.0,130.8,127.2,118.4,115.4,96.2,78.0
32,13.0,29.0,35.0,52.0,63.0,73.0,63.0,54.0,46.0,31.0,11.0,-8.0,-17.0,-31.0,-33.0,-32.0,-28.0,-25.0,-22.0,-16.0,-10.0,-12.0,-14.0,-12.0,-9.0,119.4,157.8,211.2,195.6,171.0,159.6
33,-59.0,-54.0,-48.0,-45.0,-49.0,-38.0,-38.0,-39.0,-35.0,-23.0,-17.0,-8.0,-1.0,2.0,0.0,1.0,1.0,2.0,6.0,12.0,19.0,23.0,29.0,26.0,20.0,182.0,131.0,96.4,91.6,96.0,119.4
34,-14.0,-14.0,-10.0,-8.0,-12.0,-19.0,-29.0,-30.0,-19.0,-1.0,18.0,35.0,42.0,36.0,32.0,28.0,20.0,16.0,11.0,4.0,4.0,21.0,29.0,40.0,42.0,176.2,164.6,145.0,177.6,193.4,220.6
35,-34.0,-24.0,-17.0,-13.0,-8.0,-1.0,-16.0,-31.0,-42.0,-45.0,-47.0,-49.0,-46.0,-34.0,-25.0,-19.0,-13.0,-8.0,-5.0,-3.0,1.0,4.0,8.0,11.0,23.0,178.2,159.0,132.0,91.8,82.2,91.6
36,-22.0,-25.0,-20.0,-11.0,-8.0,-3.0,4.0,8.0,10.0,10.0,12.0,15.0,16.0,19.0,19.0,18.0,19.0,23.0,29.0,39.0,48.0,50.0,52.0,58.0,58.0,89.2,72.0,77.8,94.0,119.6,172.8
37,-12.0,-20.0,-19.0,-12.0,-9.0,-9.0,0.0,4.0,8.0,9.0,9.0,7.0,7.0,8.0,7.0,2.0,-3.0,-7.0,-16.0,-26.0,-24.0,-22.0,-25.0,-20.0,-11.0,108.4,94.0,96.4,104.0,94.0,73.6
38,36.0,30.0,20.0,12.0,-2.0,-20.0,-20.0,-37.0,-52.0,-60.0,-73.0,-80.0,-62.0,-49.0,-47.0,-46.0,-38.0,-34.0,-22.0,-13.0,-4.0,-2.0,-2.0,-9.0,-12.0,261.2,280.4,242.6,180.4,149.8,144.0
39,15.0,18.0,14.0,15.0,14.0,-1.0,-7.0,-8.0,-13.0,-13.0,-8.0,-7.0,-13.0,-17.0,-28.0,-45.0,-53.0,-50.0,-51.0,-50.0,-36.0,-28.0,-17.0,-5.0,6.0,193.6,208.8,200.4,185.8,136.0,120.0
40,55.0,50.0,45.0,39.0,30.0,24.0,6.0,-7.0,-18.0,-26.0,-38.0,-47.0,-53.0,-59.0,-57.0,-52.0,-48.0,-37.0,-25.0,-23.0,-23.0,-17.0,-14.0,-11.0,-4.0,195.2,239.0,234.8,184.0,147.0,133.2
41,44.0,33.5,27.0,25.0,22.5,8.5,-1.0,-16.0,-29.0,-40.0,-47.0,-49.0,-45.0,-45.0,-45.0,-45.0,-41.0,-41.0,-41.0,-37.0,-30.0,-15.0,4.0,22.0,37.0,178.5,208.9,193.4,147.2,106.2,109.8
43,33.0,36.0,34.0,30.0,27.0,7.0,-2.0,-6.0,-5.0,2.0,10.0,11.0,12.0,12.0,7.0,2.0,2.0,3.0,0.0,-11.0,-24.0,-34.0,-43.0,-49.0,-50.0,161.8,193.8,193.0,203.4,202.6,162.6
44,7.0,-6.0,-11.0,-12.0,-15.0,-20.0,-18.0,-22.0,-26.0,-26.0,-24.0,-19.0,-16.0,-13.0,-8.0,-3.0,5.0,14.0,16.0,16.0,17.0,21.0,24.0,26.0,20.0,177.6,170.2,147.8,131.8,141.4,163.0
45,1.0,9.0,19.0,25.0,25.0,22.0,20.0,16.0,16.0,22.0,28.0,28.0,25.0,15.0,3.0,-6.0,-12.0,-19.0,-22.0,-24.0,-28.0,-28.0,-23.0,-19.0,-13.0,109.2,125.0,144.2,164.0,147.4,125.2
46,4.0,21.0,34.0,43.5,50.0,50.0,26.0,-1.0,-27.0,-39.0,-46.0,-49.0,-40.0,-27.0,-20.0,-11.0,1.0,9.0,19.0,25.0,25.0,22.0,20.0,16.0,16.0,115.5,146.0,147.8,111.4,120.0,139.8
47,7.0,2.0,-6.0,-5.0,11.0,35.0,42.0,46.0,37.0,11.0,-26.0,-45.0,-55.0,-55.0,-50.0,-41.0,-34.0,-31.0,-33.0,-32.0,-30.0,-29.0,-26.0,59.5,71.0,121.8,123.6,157.8,111.6,77.4,86.5
48,-3.0,-10.0,-12.0,-10.0,-9.0,-9.0,-1.0,6.0,14.0,24.0,24.0,18.0,7.0,-5.0,-12.0,-6.0,9.0,21.0,29.0,33.0,33.0,22.0,13.0,8.0,4.0,83.6,74.8,81.6,88.0,105.2,121.2
49,11.0,55.0,77.0,85.0,87.0,86.0,39.0,23.0,26.0,30.0,29.0,28.0,21.0,18.0,22.0,25.0,16.0,5.0,-11.0,-34.0,-44.0,-41.0,-33.0,-26.0,-17.0,159.2,222.2,263.0,286.6,286.8,254.6
50,23.0,31.0,37.0,41.0,44.0,45.0,43.0,34.0,18.0,0.0,-18.0,-37.0,-44.0,-41.0,-33.0,-22.0,-7.0,6.0,11.0,10.0,3.0,-5.0,-13.0,-13.0,-7.0,118.4,153.6,181.6,147.0,146.6,139.6
0,22.75,31.25,35.25,19.25,20.0,18.5,13.0,4.75,-3.0,-3.5,-1.5,2.5,10.0,35.0,33.0,26.0,18.0,11.0,3.0,-3.0,-9.0,-16.0,-17.0,-18.0,-20.0,129.95,155.65,161.6,177.4,188.4,172.4
1,22.5,31.5,33.5,-2.5,-4.0,-8.0,-17.0,-24.5,7.0,9.0,14.0,21.0,29.0,35.0,33.0,26.0,18.0,11.0,3.0,-3.0,-9.0,-16.0,-17.0,-18.0,-20.0,141.5,157.7,151.0,177.4,188.4,172.4
2,22.25,31.75,31.75,-14.25,-15.5,-19.0,-28.5,-34.75,7.0,9.0,14.0,21.0,29.0,35.0,33.0,26.0,18.0,11.0,3.0,-3.0,-9.0,-16.0,-17.0,-18.0,-20.0,153.05,164.25,151.0,177.4,188.4,172.4
3,22.0,32.0,30.0,24.0,19.0,14.0,7.0,3.0,8.0,10.0,6.0,-1.0,-4.0,-10.0,-14.0,-14.0,-16.0,-15.0,-12.0,-10.0,-10.0,-9.0,-11.0,-15.0,-17.0,164.6,190.0,198.4,193.8,180.4,168.0
4,-2.0,-5.0,-9.0,-11.0,-11.0,-7.0,1.0,10.0,22.0,31.0,35.0,38.0,46.0,48.0,37.0,33.0,24.0,13.0,4.0,7.0,7.0,10.0,8.0,5.0,4.0,87.0,79.4,90.8,131.6,147.8,154.6
5,-20.0,-17.0,-15.0,-11.0,-6.0,-3.0,1.0,4.0,6.0,9.0,8.0,4.0,4.0,3.0,1.0,1.0,-1.0,-9.0,-15.0,-21.0,-23.0,-22.0,-18.0,-15.0,-12.0,129.2,115.4,118.8,122.8,113.8,95.8
6,45.0,44.0,38.0,28.0,16.0,4.0,-5.0,-13.0,-20.0,-20.0,-17.0,-15.0,-11.0,-6.0,-3.0,1.0,4.0,6.0,9.0,8.0,4.0,4.0,3.0,1.0,1.0,101.8,136.0,125.2,114.8,120.4,123.0
7,-3.0,-10.0,-15.0,-12.0,-3.0,8.0,16.0,27.0,35.0,37.0,39.0,39.0,37.0,34.0,31.0,27.0,17.0,3.0,-12.0,-33.0,-52.0,-57.0,-61.0,-66.0,-61.0,197.4,188.8,213.4,249.4,249.8,190.4
8,28.0,27.0,27.0,24.0,25.0,33.0,41.0,45.0,46.0,41.0,26.0,10.0,-3.0,-10.0,-15.0,-12.0,-3.0,8.0,16.0,27.0,35.0,37.0,39.0,39.0,37.0,122.8,149.0,190.2,191.8,199.0,236.4
9,25.0,28.0,27.0,27.0,24.0,25.0,33.0,41.0,45.0,46.0,41.0,26.0,10.0,-3.0,-10.0,-15.0,-12.0,-3.0,8.0,16.0,27.0,35.0,37.0,39.0,39.0,117.8,144.0,182.0,194.8,193.6,229.0
10,13.0,7.0,6.0,3.0,0.0,8.0,35.0,60.0,81.0,94.0,95.0,79.0,62.0,43.0,15.0,-12.0,-51.0,-79.0,-94.0,-95.0,-91.0,-72.0,-49.0,-39.0,-28.0,145.6,151.4,207.0,265.8,199.6,143.8
11,6.0,6.0,6.0,12.0,13.0,7.0,6.0,3.0,0.0,8.0,35.0,60.0,81.0,94.0,95.0,79.0,62.0,43.0,15.0,-12.0,-51.0,-79.0,-94.0,-95.0,-91.0,139.6,148.2,153.0,226.0,263.4,181.4
12,-31.0,-31.0,-34.0,-35.0,-37.0,-35.0,-36.0,-36.0,-36.0,-32.0,-27.0,-27.0,-27.0,-25.0,-19.0,-17.0,-15.0,-14.0,-10.0,-8.0,-5.0,-5.0,-6.0,-12.0,-19.0,273.0,239.4,204.4,179.4,166.6,157.2
13,-31.0,-31.0,-34.0,-35.0,-37.0,-35.0,-36.0,-36.0,-36.0,-32.0,-27.0,-27.0,-27.0,-25.0,-19.0,-17.0,-15.0,-14.0,-10.0,-8.0,-5.0,-5.0,-6.0,-12.0,-19.0,273.0,239.4,204.4,179.4,166.6,157.2
14,-28.0,-31.0,-31.0,-34.0,-35.0,-37.0,-35.0,-36.0,-36.0,-36.0,-32.0,-27.0,-27.0,-27.0,-25.0,-19.0,-17.0,-15.0,-14.0,-10.0,-8.0,-5.0,-5.0,-6.0,-12.0,278.6,246.8,210.8,183.2,168.2,161.0
15,14.0,13.0,13.0,11.0,7.0,3.0,-3.0,-11.0,-12.0,-16.0,-25.0,-28.0,-31.0,-31.0,-34.0,-35.0,-37.0,-35.0,-36.0,-36.0,-36.0,-32.0,-27.0,-27.0,-27.0,279.8,291.4,283.6,253.8,218.0,188.2
16,12.0,14.0,13.0,13.0,11.0,7.0,3.0,-3.0,-11.0,-12.0,-16.0,-25.0,-28.0,-31.0,-31.0,-34.0,-35.0,-37.0,-35.0,-36.0,-36.0,-36.0,-32.0,-27.0,-27.0,277.4,290.0,286.8,260.6,225.2,193.6
