,Vel_0,Vel_1,Vel_2,Vel_3,Vel_4,Vel_5,Vel_6,Vel_7,Vel_8,Vel_9,Vel_10,Vel_11,Vel_12,Vel_13,Vel_14,Vel_15,Vel_16,Vel_17,Vel_18,Vel_19,Vel_20,Vel_21,Vel_22,Vel_23,Vel_24,Mean_0,Mean_5,Mean_10,Mean_15,Mean_20,Mean_25
17,5.0,-1.0,-6.0,-13.0,-21.0,-24.0,-13.0,5.0,36.0,58.0,77.0,87.0,85.0,70.0,57.0,46.0,37.0,31.0,23.0,27.0,27.0,25.0,22.0,20.0,13.0,142.8,135.6,148.0,223.2,256.0,277.4
18,7.0,6.0,6.0,6.0,5.0,-1.0,-6.0,-13.0,-21.0,-24.0,-13.0,5.0,36.0,58.0,77.0,87.0,85.0,70.0,57.0,46.0,37.0,31.0,23.0,27.0,27.0,137.8,143.8,130.8,163.4,232.4,261.4
19,-17.0,-15.0,-19.0,-23.0,-17.0,-13.0,-9.0,-8.0,-13.0,-27.0,-40.0,-51.0,-59.0,-56.0,-50.0,-45.0,-39.0,-35.0,-38.0,-41.0,-43.0,-43.0,-40.0,-30.0,-19.0,242.4,224.2,210.2,159.0,119.4,84.4
20,50.0,63.0,72.0,69.0,63.0,56.0,55.0,52.0,54.0,50.0,45.0,34.0,24.0,15.0,4.0,-5.0,-10.0,-10.0,-8.0,-4.0,0.0,-1.0,-9.0,-11.0,-12.0,118.6,182.0,235.4,259.8,252.4,245.8
21,19.0,35.0,50.0,63.0,72.0,69.0,63.0,56.0,55.0,52.0,54.0,50.0,45.0,34.0,24.0,15.0,4.0,-5.0,-10.0,-10.0,-8.0,-4.0,0.0,-1.0,-9.0,107.8,155.6,214.6,256.0,254.8,250.4
22,-6.0,-5.0,-1.0,3.0,10.0,19.0,35.0,50.0,63.0,72.0,69.0,63.0,56.0,55.0,52.0,54.0,50.0,45.0,34.0,24.0,15.0,4.0,-5.0,-10.0,-10.0,107.6,107.8,155.6,214.6,256.0,254.8
23,28.0,25.0,13.0,-1.0,-7.0,-7.0,2.0,23.0,37.0,48.0,51.0,51.0,46.0,44.0,40.0,44.0,45.0,44.0,44.0,47.0,44.0,36.0,29.0,14.0,-4.0,122.6,134.2,154.8,201.2,246.0,269.8
24,6.0,9.0,14.0,24.0,30.0,28.0,25.0,13.0,-1.0,-7.0,-7.0,2.0,23.0,37.0,48.0,51.0,51.0,46.0,44.0,40.0,44.0,45.0,44.0,44.0,47.0,106.0,122.6,134.2,154.8,201.2,246.0
25,-23.0,-17.0,-11.0,-7.0,-3.0,3.0,11.0,29.0,42.0,43.0,43.0,31.0,11.0,-1.0,-4.0,-3.0,11.0,19.0,20.0,20.0,17.0,11.0,7.0,2.0,-7.0,74.0,61.8,87.4,103.4,116.8,122.8
26,64.0,76.0,74.0,62.0,53.0,47.0,47.0,46.0,42.0,38.0,34.0,25.0,22.0,21.0,17.0,7.0,-5.0,-18.0,-32.0,-35.0,-31.0,-24.0,-13.0,-2.0,-3.0,106.4,172.2,216.2,240.0,223.4,208.8
27,31.0,49.0,64.0,76.0,74.0,62.0,53.0,47.0,47.0,46.0,42.0,38.0,34.0,25.0,22.0,21.0,17.0,7.0,-5.0,-18.0,-32.0,-35.0,-31.0,-24.0,-13.0,90.4,149.2,200.2,232.4,236.8,209.8
28,-3.0,-3.0,-1.0,2.0,11.0,31.0,49.0,64.0,76.0,74.0,62.0,53.0,47.0,47.0,46.0,42.0,38.0,34.0,25.0,22.0,21.0,17.0,7.0,-5.0,-18.0,89.2,90.4,149.2,200.2,232.4,236.8
29,-2.0,-3.0,-3.0,-1.0,2.0,11.0,31.0,49.0,64.0,76.0,74.0,62.0,53.0,47.0,47.0,46.0,42.0,38.0,34.0,25.0,22.0,21.0,17.0,7.0,-5.0,89.6,88.2,134.4,191.0,228.0,240.4
30,1.0,8.0,13.0,15.0,14.0,5.0,2.0,4.0,13.0,27.0,40.0,49.0,56.0,55.0,43.0,32.0,14.0,-5.0,-26.0,-43.0,-55.0,-57.0,-57.0,-47.0,-31.0,120.4,130.6,140.8,189.4,183.8,134.4
31,-5.0,-8.0,-7.0,1.0,8.0,13.0,15.0,14.0,5.0,2.0,4.0,13.0,27.0,40.0,49.0,56.0,55.0,43.0,32.0,14.0,-5.0,-26.0,-43.0,-55.0,-57.0,124.4,122.2,132.0,158.6,198.6,161.4
32,-14.0,-6.0,1.0,9.0,13.0,10.0,7.0,3.0,-3.0,-9.0,-16.0,-19.0,-18.0,-20.0,-25.0,-23.0,-20.0,-20.0,-21.0,-13.0,-10.0,-7.0,-4.0,1.0,2.0,128.2,128.8,130.4,110.8,91.4,87.8
33,41.0,33.0,27.0,22.0,19.0,21.0,28.0,28.0,27.0,25.0,22.0,21.0,19.0,12.0,4.0,-2.0,-7.0,-5.0,1.0,4.0,3.0,-2.0,-10.0,-16.0,-17.0,109.6,138.0,163.8,179.4,177.6,169.2
34,44.0,41.0,33.0,27.0,22.0,19.0,21.0,28.0,28.0,27.0,25.0,22.0,21.0,19.0,12.0,4.0,-2.0,-7.0,-5.0,1.0,4.0,3.0,-2.0,-10.0,-16.0,100.8,134.2,158.8,178.6,176.8,172.6
35,0.0,11.0,20.0,39.0,53.0,65.0,69.0,75.0,71.0,59.0,49.0,42.0,28.0,19.0,24.0,24.0,25.0,28.0,18.0,6.0,-4.0,-21.0,-39.0,-45.0,-54.0,64.4,89.0,156.8,189.2,209.4,176.8
36,29.0,39.0,49.0,51.0,52.0,50.0,50.0,47.0,42.0,40.0,38.0,27.0,7.0,-7.0,-19.0,-30.0,-30.0,-21.0,-10.0,-7.0,-16.0,-33.0,-48.0,-64.0,-73.0,149.0,193.0,238.8,248.0,228.4,181.6
37,-10.0,-10.0,-7.0,5.0,13.0,18.0,29.0,39.0,49.0,51.0,52.0,50.0,50.0,47.0,42.0,40.0,38.0,27.0,7.0,-7.0,-19.0,-30.0,-30.0,-21.0,-10.0,147.2,145.4,182.6,230.8,251.8,229.8
38,-21.0,-20.0,-10.0,2.0,27.0,47.0,56.0,56.0,55.0,43.0,45.0,47.0,47.0,49.0,48.0,38.0,27.0,15.0,0.0,-18.0,-25.0,-18.0,-10.0,-8.0,-9.0,125.2,120.8,172.2,219.4,231.8,217.8
39,-28.0,-24.0,-19.0,-21.0,-20.0,-10.0,2.0,27.0,47.0,56.0,56.0,55.0,43.0,45.0,47.0,47.0,49.0,48.0,38.0,27.0,15.0,0.0,-18.0,-25.0,-18.0,139.4,117.0,141.4,190.6,232.4,223.2
40,-11.0,-19.0,-27.0,-36.0,-42.0,-37.0,-30.0,-28.0,-32.0,-30.0,-33.0,-36.0,-36.0,-36.0,-36.0,-33.0,-28.0,-24.0,-19.0,-21.0,-20.0,-10.0,2.0,27.0,47.0,239.8,212.8,181.4,146.0,121.0,130.2
41,49.0,42.0,39.0,54.0,54.0,42.0,45.0,30.0,-1.0,-22.0,-33.0,-43.0,-37.0,-24.0,-14.0,-11.0,-19.0,-27.0,-36.0,-42.0,-37.0,-30.0,-28.0,-32.0,-30.0,203.6,251.2,270.0,239.8,212.8,181.4
42,8.0,16.0,20.0,29.0,38.0,43.0,41.0,43.0,45.0,45.0,47.0,49.0,42.0,39.0,54.0,54.0,42.0,45.0,30.0,-1.0,-22.0,-33.0,-43.0,-37.0,-24.0,128.6,150.8,194.2,240.4,274.4,242.6
43,8.0,11.0,10.0,7.0,8.0,16.0,20.0,29.0,38.0,43.0,41.0,43.0,45.0,45.0,47.0,49.0,42.0,39.0,54.0,54.0,42.0,45.0,30.0,-1.0,-22.0,121.4,130.2,159.4,203.6,251.2,270.0
44,52.0,69.0,81.0,89.0,81.0,66.0,47.0,31.0,5.0,-21.0,-45.0,-47.0,-54.0,-49.0,-40.0,-33.0,-41.0,-45.0,-45.0,-47.0,-46.0,-43.0,-37.0,-32.0,-22.0,106.0,180.4,206.0,159.0,116.8,80.8
45,-3.0,4.0,14.0,30.0,52.0,69.0,81.0,89.0,81.0,66.0,47.0,31.0,5.0,-21.0,-45.0,-47.0,-54.0,-49.0,-40.0,-33.0,-41.0,-45.0,-45.0,-47.0,-46.0,97.0,116.4,193.6,197.0,152.4,107.6
46,-14.0,-22.0,-25.0,-25.0,-21.0,-18.0,-13.0,-2.0,17.0,41.0,60.0,74.0,78.0,65.0,42.0,25.0,12.0,1.0,-5.0,-10.0,-20.0,-33.0,-44.0,-52.0,-57.0,188.6,167.2,172.2,236.0,240.6,199.4
47,1.0,0.0,-1.0,0.0,6.0,10.0,7.0,2.0,-5.0,-14.0,-22.0,-25.0,-25.0,-21.0,-18.0,-13.0,-2.0,17.0,41.0,60.0,74.0,78.0,65.0,42.0,25.0,184.6,185.8,185.8,163.6,184.2,241.0
48,-7.0,1.0,-2.0,2.0,3.0,-9.0,-21.0,-35.0,-39.0,-44.0,-46.0,-40.0,-25.0,-23.0,-18.0,-11.0,-6.0,-3.0,-1.0,0.0,-2.0,-5.0,-8.0,-12.0,-13.0,230.0,229.4,199.8,169.4,165.2,157.2
49,-5.0,-13.0,-15.0,-20.0,-23.0,-27.0,-19.0,-7.0,1.0,-2.0,2.0,3.0,-9.0,-21.0,-35.0,-39.0,-44.0,-46.0,-40.0,-25.0,-23.0,-18.0,-11.0,-6.0,-3.0,254.4,239.2,228.4,216.4,177.6,165.4
50,-15.0,13.0,26.0,27.0,31.0,37.0,8.0,-8.0,-10.0,-9.0,-7.0,-5.0,-13.0,-15.0,-20.0,-23.0,-27.0,-19.0,-7.0,1.0,-2.0,2.0,3.0,-9.0,-21.0,235.8,252.2,255.8,243.8,228.8,223.4
0,-19.0,-21.0,-23.5,-22.0,-21.5,-10.5,-7.0,-10.0,-11.0,-10.0,-11.0,-15.0,-10.0,-7.0,-6.0,-4.0,-3.0,-6.0,-8.0,-10.0,-14.0,-16.0,-13.0,-12.0,-10.0,187.9,166.5,156.8,147.0,140.8,127.8
1,-23.0,-33.0,-37.0,-29.0,-15.0,20.0,28.0,29.0,24.0,19.0,21.0,24.0,39.0,45.0,39.0,30.0,46.0,34.0,34.0,40.0,31.0,14.0,11.0,3.0,-7.0,140.0,112.6,136.6,170.2,207.0,217.4
2,-28.0,-30.0,-27.0,-14.0,4.0,23.0,39.0,48.0,52.0,57.0,58.0,47.0,43.0,32.0,14.0,-2.0,-7.0,-12.0,-8.0,-4.0,-7.0,-24.0,-38.0,-52.0,-64.0,187.4,168.4,212.2,251.0,244.4,207.4
3,65.0,-30.0,-13.0,-1.0,4.0,11.0,17.0,-5.0,-18.0,-24.0,-27.0,-28.0,-27.0,-27.0,-25.0,-24.0,-22.0,-21.0,-21.0,-24.0,-28.0,-30.0,-27.0,-14.0,4.0,235.4,240.4,236.6,209.8,187.4,168.4
4,1.0,11.0,17.0,20.0,20.0,17.0,12.0,12.0,14.0,17.0,24.0,37.0,34.0,32.0,31.0,25.0,18.0,25.0,18.0,16.0,18.0,15.0,7.0,12.0,13.0,142.8,156.6,171.0,202.6,223.0,236.0
5,-22.0,-33.0,-34.0,-30.0,-20.0,-8.0,13.0,22.0,20.0,11.0,-1.0,-11.0,-10.0,14.0,47.0,56.0,70.0,63.0,32.0,-2.0,-10.0,-18.0,0.0,21.0,29.0,127.2,99.4,111.0,118.8,162.6,167.0
6,3.0,6.0,9.0,14.0,18.0,23.0,30.0,37.0,45.0,54.0,47.0,45.0,40.0,20.0,3.0,2.0,-6.0,-11.0,-6.0,-4.0,-3.0,-3.0,-5.0,-12.0,-22.0,142.2,152.2,190.0,221.0,216.0,207.0
7,-28.0,-33.0,-34.0,-39.0,-40.0,-30.0,-26.0,-17.0,-6.0,2.0,-4.0,-7.0,-18.0,-28.0,-29.0,-29.0,-27.0,-24.0,-24.0,-27.0,-26.0,-24.0,-19.0,-14.0,-9.0,254.2,219.4,204.0,186.8,160.6,142.2
8,-18.0,-12.0,-8.0,-9.0,-10.0,-12.0,-23.0,-27.0,-24.0,-25.0,-19.0,-20.0,-28.0,-33.0,-34.0,-39.0,-40.0,-30.0,-26.0,-17.0,-6.0,2.0,-4.0,-7.0,-18.0,295.6,284.2,262.0,235.2,204.8,198.2
9,80.0,6.0,10.0,13.0,-65.5,-54.0,32.0,42.0,54.0,56.0,56.0,55.0,47.0,44.0,40.0,36.0,29.0,27.0,19.0,12.0,4.0,2.0,1.0,-1.0,2.0,183.9,192.6,218.6,267.0,291.6,293.2
10,-25.0,-19.0,-19.0,-16.0,-22.0,-18.0,-7.0,5.0,10.0,20.0,16.0,11.0,5.0,-3.0,-12.0,-14.0,-17.0,-15.0,-14.0,-9.0,-5.0,-5.0,-7.0,-6.0,-18.0,221.4,201.2,203.2,206.6,192.8,184.6
11,-19.0,-3.0,11.0,12.0,0.0,-17.0,-31.0,-35.0,-31.0,-25.0,-19.0,-19.0,-16.0,-22.0,-18.0,-7.0,5.0,10.0,20.0,16.0,11.0,5.0,-3.0,-12.0,-14.0,244.0,244.2,216.4,197.6,206.4,203.8
12,23.0,20.0,13.0,3.0,-8.0,-14.0,-5.0,5.0,14.0,17.0,11.0,-1.0,-12.0,-18.0,-19.0,-12.0,-1.0,6.0,7.0,2.0,-12.0,-29.0,-35.0,-29.0,-19.0,258.8,269.0,272.4,264.6,265.0,240.2
13,-24.0,28.0,59.0,72.0,74.0,71.0,57.0,46.0,46.0,46.0,39.0,35.0,31.0,25.0,23.0,29.0,29.0,30.0,33.0,32.0,26.0,24.0,19.0,10.0,0.0,86.2,128.0,181.2,211.8,242.4,258.2
14,19.0,31.0,23.0,11.0,6.0,-30.0,-40.0,-24.0,-9.0,-4.0,-3.0,-13.0,-27.0,-36.0,-39.0,-37.0,-33.0,-31.0,-30.0,-28.0,-28.0,-26.0,-26.0,-25.0,-27.0,304.6,322.6,301.2,277.6,245.8,219.4
15,-11.0,-9.0,1.0,11.0,20.0,36.0,45.0,51.0,53.0,51.0,45.0,44.0,40.0,36.0,33.0,30.0,23.0,18.0,15.0,12.0,9.0,8.0,4.0,3.0,0.0,195.6,198.0,245.2,284.8,304.4,309.2
16,-12.0,4.0,16.0,14.0,21.0,32.0,9.0,-23.0,-26.0,-35.0,-39.0,-36.0,-20.0,-21.0,-22.0,-27.0,-29.0,-31.0,-30.0,-28.0,-26.0,-28.0,-29.0,-33.0,-34.0,371.0,379.6,371.0,343.4,314.4,284.4
17,35.0,83.0,92.0,86.0,95.0,93.0,44.0,25.0,18.0,10.0,4.0,-3.0,-12.0,4.0,16.0,14.0,21.0,32.0,9.0,-23.0,-26.0,-35.0,-39.0,-36.0,-20.0,254.6,332.8,370.8,372.6,383.2,352.0
18,18.0,4.0,0.0,11.0,17.0,25.0,29.0,25.0,16.0,11.0,2.0,1.0,11.0,27.0,25.0,35.0,83.0,92.0,86.0,95.0,93.0,44.0,25.0,18.0,10.0,210.2,220.2,241.4,254.6,332.8,370.8
19,-22.0,-2.0,10.0,7.0,11.0,18.0,4.0,0.0,11.0,17.0,25.0,29.0,25.0,16.0,11.0,2.0,1.0,11.0,27.0,25.0,35.0,83.0,92.0,86.0,95.0,209.4,210.2,220.2,241.4,254.6,332.8
20,-42.0,-28.0,-20.0,-17.0,-20.0,-23.0,-26.0,-26.0,-23.0,-19.0,-19.0,-22.0,-23.0,-20.0,-20.0,-22.0,-2.0,10.0,7.0,11.0,18.0,4.0,0.0,11.0,17.0,279.0,253.6,230.2,209.4,210.2,220.2
21,9.0,45.0,50.0,52.0,53.0,63.0,17.0,-4.0,3.0,5.0,5.0,1.0,-5.0,-15.0,-21.0,-29.0,-39.0,-47.0,-52.0,-56.0,-53.0,-42.0,-28.0,-20.0,-17.0,282.6,324.4,341.2,334.2,289.6,257.6
22,8.333333333333343,91.0,87.0,83.0,79.0,75.66666666666666,-16.0,-25.0,-22.0,-22.0,-23.0,-28.0,-30.0,-30.0,-28.0,-21.0,-16.0,-15.0,-14.0,-11.0,-12.0,-10.0,-4.0,4.0,15.0,241.6,311.2666666666667,309.4,281.6,266.2,264.8
23,7.666666666666686,62.5,69.0,69.0,64.0,52.333333333333314,-0.5,1.5,11.0,27.5,46.5,51.5,41.0,-29.0,-41.5,-51.83333333333334,-63.16666666666666,-68.83333333333334,66.0,79.0,77.33333333333334,85.66666666666666,84.33333333333334,3.0,-15.0,200.6,255.03333333333336,273.4,287.1,279.3333333333333,326.4
24,7.0,34.0,51.0,55.0,49.0,29.0,15.0,28.0,44.0,77.0,116.0,131.0,112.0,-28.0,-55.0,-82.66666666666666,-110.33333333333334,-122.66666666666666,146.0,169.0,168.66666666666666,170.33333333333334,175.66666666666666,23.0,0.0,159.6,198.8,237.4,292.6,292.4666666666667,400.0
25,5.0,17.0,24.0,38.0,57.0,43.0,17.0,6.0,-12.0,-39.0,-31.0,-31.0,-35.0,-33.0,-22.0,-15.0,-6.0,-6.0,-11.0,-22.0,-32.0,-37.0,-38.0,-37.0,-33.0,213.2,241.4,244.4,214.0,202.0,166.6
26,9.0,12.0,25.0,33.0,32.0,37.0,39.0,38.0,38.0,29.0,11.0,-20.0,-12.0,-9.0,-5.0,7.0,37.0,21.0,16.0,21.0,28.0,30.0,32.0,27.0,19.0,87.2,109.4,145.6,138.6,159.0,186.2
27,-11.0,1.0,1.0,-4.0,-2.0,0.0,0.0,7.0,9.0,12.0,25.0,33.0,32.0,37.0,39.0,38.0,38.0,29.0,11.0,-20.0,-12.0,-9.0,-5.0,7.0,37.0,88.8,85.8,91.4,124.6,143.8,147.4
28,-31.0,-23.0,-7.0,-4.0,-7.0,-1.0,10.0,20.0,31.0,50.0,46.0,16.0,3.0,-9.0,-31.0,-28.0,-3.0,0.0,0.0,3.0,1.0,-8.0,-18.0,-33.0,-56.0,230.6,216.2,238.2,243.2,237.6,214.8
29,-8.0,-30.0,-30.0,-41.0,-56.0,-54.0,-27.0,-31.0,-23.0,-7.0,-4.0,-7.0,-1.0,10.0,20.0,31.0,50.0,46.0,16.0,3.0,-9.0,-31.0,-28.0,-3.0,0.0,279.8,246.8,218.4,222.0,251.2,237.0
30,-14.0,0.0,17.0,49.0,75.0,60.0,50.0,43.0,34.0,20.0,40.0,59.0,78.0,64.0,66.0,76.0,56.0,39.0,47.0,43.0,33.0,43.0,33.0,32.0,2.0,123.6,149.0,190.4,251.8,304.0,332.6
31,-17.0,-14.0,-21.0,-20.0,-14.0,0.0,17.0,49.0,75.0,60.0,50.0,43.0,34.0,20.0,40.0,59.0,78.0,64.0,66.0,76.0,56.0,39.0,47.0,43.0,33.0,138.0,120.8,161.0,198.4,267.0,310.6
32,-57.0,-65.0,-65.0,-43.0,-28.0,17.0,18.0,14.0,-19.0,-45.0,-38.0,-12.0,1.0,26.0,60.0,59.0,37.0,29.0,21.0,18.0,14.0,11.0,3.0,-3.0,-4.0,201.2,149.6,146.6,154.0,186.8,191.0
33,-18.0,9.0,39.0,60.0,78.0,83.0,88.0,81.0,76.0,71.0,62.0,47.0,43.0,30.0,12.0,1.0,-3.0,-13.0,-8.0,4.0,22.0,30.0,21.0,11.0,1.0,101.4,135.0,214.8,253.6,249.8,266.8
34,-29.0,-68.0,-82.0,-97.0,-86.0,-56.0,-21.0,-10.0,10.0,7.0,-12.0,-8.0,-4.0,-4.0,1.0,2.0,2.0,4.0,3.0,-19.0,-34.0,-39.0,-49.0,-55.0,-46.0,293.2,220.8,206.8,201.4,199.8,155.2
35,11.0,11.0,10.0,10.0,7.0,7.0,3.0,-3.0,-2.0,0.0,-1.0,-13.0,-27.0,-38.0,-35.0,-34.0,-18.0,-1.0,-1.0,-19.0,-25.0,-23.0,-16.0,-5.0,-2.0,388.2,398.0,399.0,376.2,361.6,347.4
36,4.0,12.0,25.0,28.0,23.0,36.0,45.0,39.0,44.0,63.0,60.0,66.0,74.0,102.0,104.0,100.0,93.0,95.0,75.0,58.0,57.0,51.0,46.0,45.0,32.0,92.4,110.8,156.2,237.4,321.6,367.8
37,-12.0,-16.0,-18.0,-18.0,-11.0,15.0,40.0,46.0,57.0,61.0,49.0,35.0,40.0,35.0,27.0,24.0,23.0,12.0,4.0,-1.0,-7.0,-21.0,-20.0,-25.0,-23.0,143.6,128.6,172.4,209.6,222.0,202.8
38,-3.0,-13.0,-16.0,-27.0,-33.0,-27.0,0.0,28.0,50.0,62.0,64.0,66.0,44.0,17.0,-21.0,-37.0,-54.0,-51.0,-29.0,1.0,14.0,36.0,33.0,19.0,7.0,174.4,156.0,178.6,212.6,178.6,200.4
39,-12.0,2.0,14.0,12.0,8.0,10.0,-3.0,-11.0,-12.0,-15.0,-19.0,-22.0,-26.0,-26.0,-19.0,-17.0,-25.0,-28.0,-31.0,-39.0,-39.0,-26.0,-18.0,-13.0,-10.0,259.4,264.2,258.0,235.6,207.6,186.4
40,-1.0,-3.0,-3.0,5.0,15.0,21.0,23.0,26.0,22.0,18.0,10.0,7.0,4.0,3.0,3.0,7.0,8.0,13.0,20.0,14.0,3.0,-5.0,-16.0,-24.0,-19.0,268.2,270.8,292.8,298.2,310.6,298.4
41,15.0,5.0,-1.0,-3.0,-3.0,5.0,15.0,21.0,23.0,26.0,22.0,18.0,10.0,7.0,4.0,3.0,3.0,7.0,8.0,13.0,20.0,14.0,3.0,-5.0,-16.0,264.2,266.8,284.8,297.0,303.8,307.0
42,-13.0,-23.0,-24.0,-18.0,-5.0,16.0,39.0,53.0,62.0,68.0,60.0,64.0,61.0,61.0,49.0,35.0,23.0,19.0,11.0,11.0,18.0,24.0,24.0,15.0,5.0,141.2,124.6,172.2,231.2,251.0,268.2
43,-38.0,-34.0,-30.0,-27.0,-28.0,-18.0,-8.0,-2.0,7.0,18.0,25.0,35.0,34.0,41.0,45.0,36.0,29.0,39.0,32.0,26.0,21.0,5.0,-14.0,-29.0,-41.0,138.4,107.0,106.4,142.4,174.8,163.2
44,-9.0,16.0,51.0,77.0,91.0,88.0,81.0,66.0,56.0,38.0,31.0,16.0,-1.0,-18.0,-28.0,-34.0,-36.0,-36.0,-38.0,-32.0,-26.0,-19.0,-14.0,-11.0,-12.0,116.6,161.8,227.6,227.6,192.4,176.0
45,-17.0,-24.0,-28.0,-22.0,-9.0,16.0,51.0,77.0,91.0,88.0,81.0,66.0,56.0,38.0,31.0,16.0,-1.0,-18.0,-28.0,-34.0,-36.0,-36.0,-38.0,-32.0,-26.0,134.8,114.8,179.4,233.8,220.8,187.2
46,-23.0,-20.0,-13.0,-10.0,-11.0,-7.0,0.0,4.0,5.0,4.0,4.0,1.0,-2.0,-1.0,3.0,2.0,0.0,-3.0,-9.0,-14.0,-15.0,-12.0,-8.0,-4.0,-1.0,180.0,164.6,165.8,166.8,162.0,154.0
47,-9.0,-36.0,-49.0,-72.0,-82.0,-80.0,-68.0,-70.0,-59.0,-52.0,-41.0,-29.0,-23.0,-20.0,-13.0,-10.0,-11.0,-7.0,0.0,4.0,5.0,4.0,4.0,1.0,-2.0,309.4,259.8,194.0,168.8,164.0,166.4
48,-21.0,-23.0,-28.0,-33.0,-35.0,-31.0,-26.0,-15.0,-3.0,2.0,-9.0,-36.0,-49.0,-72.0,-82.0,-80.0,-68.0,-70.0,-59.0,-52.0,-41.0,-29.0,-23.0,-20.0,-13.0,352.0,324.0,309.4,259.8,194.0,168.8
49,-2.0,5.0,11.0,13.0,20.0,40.0,54.0,71.0,78.0,85.0,77.0,70.0,57.0,55.0,47.0,44.0,41.0,44.0,47.0,38.0,35.0,30.0,26.0,18.0,27.0,131.0,140.4,206.0,267.2,310.0,337.2
50,23.0,-32.0,-57.0,-55.0,-39.0,-17.0,0.0,11.0,27.0,32.0,33.0,22.0,11.0,-5.0,-18.0,-25.0,-21.0,-16.0,-10.0,-8.0,-15.0,-21.0,-26.0,-32.0,-45.0,271.2,239.2,249.8,258.4,242.4,214.6
